title,artist,tempo,chroma_number,zcr_mean,zcr_std,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,mfcc_2_mean,mfcc_5_mean,mfcc_6_mean,spectral_centroid_std,spectral_entropy_std,spectral_spread_std,chroma_7_std,delta chroma_2_std,delta chroma_3_std,delta chroma_9_std,delta chroma_std_std,delta energy_std,delta mfcc_1_std,delta mfcc_3_std,delta mfcc_13_std,delta spectral_centroid_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_spread_std,primary,secondary
Pray Slow,Chase Shakur,80.74951171875,-0.0004073584414761,0.0229471777113834,0.0173293800022675,0.106519794712023,3.1497256986120976,0.1005294307808669,0.163562167365935,0.1412080059407808,2.9633211750272155,-0.0058255417415537,-0.0021087339536008,0.0387479245196652,0.1687394764526469,0.0361955449237478,0.0525174530220878,0.0034982167856531,0.0645521724732464,0.005268601766815,0.0174410614233345,0.059471924665593,1.0059599331833795,0.4033389574941809,0.2245752229499578,0.0459460217170993,0.175943003729339,0.0132252429175709,0.0485873909158481,4,5
Reborn,Colin Stetson,143.5546875,-0.0097264248860467,0.0400072947305838,0.0077537359538598,0.0383731845748964,3.2128713657050705,0.111733301672216,0.1616637087302465,0.2668270767897905,2.254198778018898,0.0170947516633111,0.1686324412798091,0.0191651914365658,0.0669981145308018,0.0280141208319851,0.0182820545573763,0.0033654342784842,0.0225945738916987,0.0025825302023398,0.0079030264063482,0.0070912717129444,0.3624963324550782,0.2627634933246903,0.1937609396035604,0.0229640216016416,0.0724392672926795,0.0024620475276438,0.0354533366725891,1,4
Roll,Ethan Fields,112.34714673913044,0.0134940971338659,0.0319868765543695,0.021660678277369,0.0650579122017507,3.1231522380204075,0.1250367504202138,0.1776137420614719,0.2246038226016606,2.750968278023551,-0.0515734886747293,0.0534678421404758,0.0434474642662342,0.2336838194620024,0.0322768852381699,0.0781668023190827,0.0066829339254121,0.0435705502668,0.0142314759918623,0.0213025886758348,0.0488940748782327,1.808481462144773,0.5788860603891625,0.2742847569990454,0.0535001873704224,0.2871505183508362,0.0145512169728508,0.0410035551194796,2,3
12,Home,89.10290948275862,0.0406400281788058,0.0106076660917661,0.007553172062603,0.0724236881915851,3.085241567216946,0.0725424783299161,0.1472209713342365,0.039319995083115,3.8451359354949535,0.1911563626165397,0.3802338902954158,0.028915086253446,0.0793663760051475,0.0335307469604606,0.0450895600813307,0.0010889966861264,0.0414844943941911,0.0012659237607806,0.0088887427573924,0.0122988899714356,1.3724625530844228,0.4347423950747837,0.1803171814152694,0.0353390020955858,0.0912046253345932,0.0194577509384936,0.0455629679998381,4,5
Byzantium,Home,135.99917763157896,0.0101421844801268,0.0386841517922694,0.0181102084455351,0.0497136324941057,3.150813304170889,0.1192997574213716,0.1564932719470477,0.3789885683238305,1.2633335894868891,0.2173155259168791,0.4232226588300919,0.0335608430861108,0.2555889137183041,0.0303154303740182,0.0786886760780172,0.0022627822564945,0.0359111582537598,0.0080398349796497,0.0205769917923263,0.0377218523471099,1.3572492945209078,0.4840789642156258,0.2196207415781582,0.0486344650945822,0.3913169856618375,0.0136476808810552,0.0433698872670091,1,3
Drawing The Blinds,Home,89.10290948275862,-0.010804383356525,0.0418246424393555,0.0172216699463178,0.0296548160663699,3.1383348052179483,0.1234258896074518,0.1690074003711801,0.3103870152971181,1.642579782738449,-0.2717734083602158,-0.0630199986950382,0.0289893633382265,0.2044690394142171,0.0227032478021403,0.0587167900226106,0.0062090827293474,0.0384761970504455,0.0021840987749651,0.0147038086303742,0.0315613282944903,1.096699668353731,0.4085453612588721,0.2441427458583438,0.0354294761702733,0.2402432875128183,0.0100296244789916,0.0292540711585395,2,4
Head First,Home,135.99917763157896,-0.0094894274181011,0.03558180394479,0.0166678282430547,0.0427643390680695,3.0969838950110145,0.1000856415281718,0.1462461075320626,0.3062397457354906,1.8055189353499053,0.0386159346755753,0.2193042386092439,0.0251813550857055,0.2014693840483445,0.0336116283588558,0.0675577391690219,0.0049753648426724,0.0462668140878292,0.0060160743228834,0.0189965133607187,0.0427320423271152,1.1806233535194632,0.5039448402253376,0.2186343969533287,0.0292967592996684,0.2319964320299052,0.0097173664764189,0.0435190179716819,1,2
Intro,Home,99.38401442307692,-0.0446638047973218,0.0231399847167828,0.0037547857935806,0.0348307496474503,3.1789036066801715,0.0759272317722711,0.141991694391996,0.0636136777392234,2.4734471236354456,-0.3600161649501422,-0.1202711192228558,0.0229927128357843,0.0244825394425697,0.0406354127561448,0.0279650125366448,0.0019678468006916,0.0278547359922733,0.0110855210405039,0.009982408833788,0.0109223783677604,0.8609714754384876,0.2994060543732288,0.22686883990006,0.0306448448201102,0.0273161421714237,0.0087145995641399,0.0543899519192493,2,4
Resonance,Home,112.34714673913044,-0.0231231165504087,0.0192537033334765,0.0078386687313769,0.1135059063497975,3.137958829072094,0.0781182848209834,0.1452605324544384,0.075254433848847,2.0970455466333378,-0.2143130035025926,0.2816219830205802,0.0241749728876538,0.0600091592374678,0.0415734266394598,0.0781419657965482,0.0024084296805854,0.0499877627456352,0.0057558878541187,0.0229190390845324,0.0619210927022857,0.93258547537456,0.4863025115957285,0.2014687774821714,0.03281983466792,0.0788706097453164,0.0123689823770021,0.0572983647738444,2,5
Gravitational Forces,ITG Studios,135.99917763157896,-0.0041965638458608,0.0177984018395464,0.0072633535863402,0.045727476776517,3.040058237423844,0.093822133887297,0.1659212652193248,0.1039044115197681,2.491694355951696,0.0933904098412821,0.2561129801938355,0.0231047675396986,0.0638675234996148,0.032126535493812,0.0646085030179764,0.004528815810615,0.0617035085030854,0.0027706144109024,0.0160760695122809,0.0201397756579149,1.0986463503451112,0.2876036936621654,0.184712060485255,0.0317845760489842,0.0811709667737753,0.0072621044264483,0.0451569437828078,1,6
Sunshine Girl (Pt. 2),Jakob,75.99954044117646,-0.0156660990437457,0.0185456857341309,0.0105231830656218,0.0547865470145679,3.0945221854274547,0.0981345890037169,0.1733976437436657,0.0681531912242931,3.3491764411718457,-0.1789780084943939,0.0545422247962331,0.0308172276045671,0.0831104571593305,0.0330137528147551,0.0478704792483072,0.0063334898370771,0.0639297305741328,0.0087441439444532,0.0169856003356273,0.04045904374487,1.405962861584836,0.3753354712728781,0.2048493929645561,0.0373506889978681,0.0911894126942337,0.0130571446748928,0.0436181425485805,2,4
All Your Love,Jakob Ogawa,86.1328125,-0.0121127323775857,0.0326112442684451,0.0144054533547723,0.067621544119087,3.0939926332847745,0.0985404092826013,0.1541442217322363,0.1904785204887553,1.8878626111108727,0.1353862600058408,0.1284785017337901,0.0246624285899647,0.1464729112524525,0.0316855988218034,0.0541373198604712,0.0068816818985617,0.0598012238009722,0.0171830898715123,0.0193925094732931,0.0723255698387468,1.2315636950468485,0.5221348788770704,0.2477341218740781,0.0288104945235695,0.1339099756227242,0.0166164878782334,0.0416273803535602,4,5
You Might Be Sleeping (w. Clairo),Jakob Ogawa,92.28515625,-0.0034540407026909,0.0268511166565839,0.0091249966156964,0.0831362580743133,3.1637050535493203,0.0900173578489365,0.1522282257786474,0.0855046195290674,2.7195710087297624,-0.158818014331818,0.0459385807667598,0.0227698575500159,0.0627347152543981,0.031811441417785,0.0280426114041138,0.0072403158083866,0.0370135150420601,0.009693949585103,0.0110400490746278,0.0561319160043611,0.852562847520121,0.4437608560524549,0.2074005279017594,0.0270933558118916,0.0660133056174086,0.0087866004675322,0.0407295027511026,2,4
In This Shirt,Jamie McDermott,161.4990234375,0.0014778474502575,0.0430092140381875,0.013500035973415,0.056972121193094,3.223715330849556,0.1013073249869772,0.1462556668937637,0.2500764083259056,1.875083066020309,-0.0528179149611931,-0.0674118276279943,0.021316723758088,0.1384904417992924,0.024995620923143,0.0093614077249156,0.0042967290322245,0.019487610012117,0.0068477683302175,0.0059687464793536,0.0101828630760901,0.3882021240247147,0.248272835643325,0.1912912432942179,0.0228748343075182,0.1164513384267503,0.0027558182387055,0.033167164963901,1,6
Looking Out For You,Joy Again,99.38401442307692,0.0094375772536644,0.0459406162824253,0.0169240645923314,0.0753968925585543,3.1096615205338263,0.1126754065920655,0.15227275319586,0.3838283853540064,2.039796253826907,0.3179115087488902,0.2400049526849022,0.0226946311781106,0.2075275365790294,0.0243202889732109,0.0351889947352466,0.005497427056208,0.03571564033796,0.0136997480608388,0.0106906272571372,0.0487260767269215,1.3817316449662331,0.4345025674858735,0.2157815837232341,0.0258238808933341,0.2179294745112329,0.0057286609592624,0.0309686648586442,2,3
Feel Like A Fool,Kali Uchis,107.666015625,-0.0095574250015455,0.0557266358331869,0.0274917036626906,0.0845058766365231,3.166845375708333,0.1413140434029714,0.1746275813986985,0.3897719571475074,1.7277713323780317,0.0325704832905865,0.3202170225211093,0.0305362910469763,0.250819731727455,0.0207366811443852,0.0541612166066359,0.0052969730442831,0.0310264874688536,0.0099659871768654,0.0148150488602228,0.054925225946817,0.8881489128742549,0.3345509153780999,0.2173102148039477,0.0309150320089345,0.2408318864862224,0.0049497285243584,0.0239349585138832,2,5
Telepatia,Kali Uchis,83.35433467741936,0.0214400453970045,0.039606841316184,0.0236127651908663,0.0697489912247689,3.146406033876825,0.1252803706900992,0.1725427541551406,0.2839572196845622,2.1861438343107693,0.055568950258484,0.2568496653941579,0.0350949418664916,0.2438227831924244,0.0252877771755242,0.0732732484424091,0.0052011392980064,0.0477101129125368,0.0074396063218247,0.0166009064511622,0.0416254626390979,0.9064078007290182,0.424095338156063,0.2239868123994783,0.0391030311604922,0.253565366062761,0.0106919666612052,0.0321496595192177,2,4
i want war (BUT I NEED PEACE),Kali Uchis,89.10290948275862,-0.0467690690675407,0.0441885807370437,0.0228673557589077,0.0257892035413209,3.124968541707652,0.1391809763743998,0.1899708060036154,0.21900444562571,3.0712463226729723,-0.1660686007309669,-0.0585841355588705,0.0367324331186628,0.1659783130834816,0.0257569990511908,0.0259338111026195,0.0032989385566331,0.0398386805957799,0.0115099325956375,0.012883438899722,0.0170175648826763,0.961659854171008,0.3714335664360328,0.2283042926881566,0.0377770703172068,0.1687718392949189,0.0052210831972137,0.0318574716433842,4,5
Half Sleep,Lamp,95.703125,0.010640254197395,0.0203263754412439,0.003947954138104,0.0363636727748852,3.1969771397935545,0.0743140216370571,0.1480990718883764,0.0296945090255043,3.684663402792432,-0.4489850551180804,-0.1378469561978168,0.0262265925826668,0.023310335501761,0.0418836980883909,0.0057077042741295,0.0111009721309909,0.039188382636643,0.0068892250744723,0.0093916347437694,0.0131577081272734,0.8938699545750257,0.3452551888216514,0.2032513734126736,0.0349335469255949,0.0249644764267824,0.0100592638598473,0.0572603360648828,2,4
From The Start,Laufey,107.666015625,-0.0136837568733281,0.0287536473530637,0.0218944761009431,0.098293280661758,3.1770463571363647,0.1042899192481754,0.1663582533519841,0.1457298176629991,2.902832982228917,-0.0266587244349599,-0.0696657068632725,0.0365853182196832,0.1883424402668174,0.0298270169837218,0.0313351891352641,0.0058263750278795,0.0373294047451963,0.0183298696103764,0.0130053480014082,0.0479807801423689,1.2682264223872344,0.4290476949626545,0.2456392835990156,0.0377109846405633,0.1817994930859442,0.0126846420572174,0.0381414064155483,2,6
Donâ€™t Stop Til You Get Enough,Michael Jackson,117.45383522727272,0.0306951445424432,0.0864422417365705,0.0431371198735631,0.0309703116841536,3.037726268426709,0.1712701572075865,0.1775884172583244,0.8341187198510657,1.345966454792698,-0.0134060617486487,0.1678782864008078,0.0452941316911681,0.495814136304385,0.0240616297184922,0.0532008767471807,0.0094302868039282,0.0325563724822518,0.0114108539811122,0.0160579204110023,0.0394466249473316,1.812598706800166,0.4896212646194863,0.242074586025958,0.0526268024894242,0.5860126464555052,0.007211570699273,0.0286997336877172,3,6
Leave Me Alone,Michael Jackson,123.046875,0.0230461268727962,0.0778268725255278,0.0264597658751771,0.0500711081424343,3.131466749889712,0.1634516106574412,0.1803658293362408,0.7054048403942276,1.233521768918098,0.1035883242339913,0.0954978848537471,0.0328083964221048,0.3195079923830066,0.0278153103159988,0.0351606340541405,0.0051574216125404,0.0589774861452702,0.0116524230420043,0.016512505723246,0.041832222502398,1.5045022354325135,0.3395910990813681,0.2336529048286256,0.0336348701022612,0.3180649610998818,0.0043956245401819,0.0298128147704883,3,6
Rock With You,Michael Jackson,112.34714673913044,0.0073768156746283,0.0848500934261933,0.0480603875499627,0.0280568554159444,3.1138549588935263,0.1734638308837415,0.1879835787542759,0.6923998834548784,1.8999755690377207,0.0761463153686152,0.0678915204425773,0.0526980019292714,0.4496091162740287,0.0278720842283619,0.0456535287649668,0.0076762961060657,0.0268349018176136,0.0101150300550866,0.0137139027333957,0.0402589983443078,1.3364976913104811,0.3780411346037803,0.235697931803131,0.0548755435632014,0.4262751204742775,0.0067435820578749,0.0346023372261859,2,4
Speed Demon,Micheal Jackson,99.38401442307692,-0.0051736820585033,0.0652112612680175,0.0323534051806651,0.0148640251424138,3.011944528308471,0.1584506068689342,0.1782777611034833,0.6877308743931754,1.2852543349361334,0.1876737183694385,0.2114763365197508,0.0378777077597121,0.3969636893107566,0.0253465621435477,0.0844826407025876,0.0041302248492138,0.0776613123049573,0.0074570673867041,0.0252845078704432,0.0161100702645532,2.0610457530890183,0.5279581644609611,0.2402513147719616,0.0448977075739728,0.480348993956495,0.0081362867901119,0.0331145994946957,3,6
Gekiha,Naruto,117.45383522727272,-0.0034241527510953,0.0742823579091121,0.0214250582336108,0.0451902832363779,3.100832668834105,0.1560721835375117,0.1638588118111693,0.7649151908905671,1.264530484302385,0.2380448225741839,0.2473804046003068,0.0200097056149932,0.2617163469160509,0.0170395871460121,0.0404893438074767,0.0024878157731063,0.0850716757585371,0.0026883193570173,0.0163539677897803,0.0272115990440266,0.6514498318875096,0.2389076462060682,0.198587219477259,0.0205748428264766,0.2725221039554443,0.0046129240650199,0.0195700438752934,1,3
Decode,Paramore,161.4990234375,-0.0119639723715627,0.0632098761021478,0.0182406779963706,0.070601752949964,3.2114751154510928,0.1345028309453369,0.1596838141313728,0.6021228564170898,1.5112676780424084,0.2310216525391295,0.1835110485670915,0.0234079493903257,0.1974128637155219,0.0202072665304699,0.0271930985833385,0.00651075841396,0.0310720102561294,0.004977116803151,0.0096933571317824,0.0240457405599858,0.6001633026799958,0.2661930644848814,0.1909013849482632,0.021748318926269,0.1861312476864449,0.0039263165072555,0.0236683303367863,1,3
Parking Lots,Plums,151.99908088235293,0.0186917988306725,0.0702274135717763,0.0181406641218532,0.0482559826618735,3.224220464233841,0.1427848343113367,0.1620987155212881,0.7225738493923473,1.3691114937678517,0.2652898357408257,0.145372430984452,0.0225258192448075,0.2077873349688248,0.0212460651817472,0.0181213242003621,0.0044270871825435,0.0280263571763519,0.0047921823702719,0.0077008541956401,0.0259572538761156,0.697736320032633,0.2841476175326511,0.2128066189607315,0.0228014000318112,0.2108327402182044,0.0035405912690332,0.0253440431531328,3,6
Kill Bill,SZA,89.10290948275862,-0.0129841367180136,0.0340078932461175,0.0146497155438842,0.0976475777563289,3.1886483377798838,0.1038737910791129,0.1524630819716446,0.1879257336604232,1.6603079138195842,0.1280023628439485,0.1003004742956721,0.0262742072801465,0.1466925724652414,0.028859353035136,0.0633114217123371,0.0081229780794154,0.0434537541324911,0.0067979102033488,0.0180066515008191,0.0673957447536109,0.9697356532815996,0.4444043816403561,0.2391034880568468,0.0287979898006875,0.1489242257938383,0.0104358537435621,0.0362425066838523,2,4
Sao Paulo Sunset,Saib,117.45383522727272,0.0119370276108663,0.0478509353622783,0.0302126015626449,0.0352856434937411,3.0610977217745345,0.1372357565110452,0.1790734763063595,0.3232501648355355,2.8278295965514038,0.00482804308258,0.1022572994176984,0.0387441328832492,0.296458351741891,0.0229221455357164,0.0432359560759139,0.0044712341841795,0.0430334566787734,0.0103307390961076,0.0114247502029852,0.0387338090269866,1.5024868173314418,0.3734779759505316,0.2267005114094541,0.0458489744370223,0.3188800156127468,0.0075200848577036,0.0301254746120347,2,6
Annie Chases a Butterfly,Silk Skin Lovers,129.19921875,0.0141164332120695,0.0288240079642075,0.0104069485062221,0.0576433689910631,3.1853431487438795,0.0973043331422696,0.155532396451897,0.1853994831129587,2.4160845267008315,-0.0467466280123981,0.0692710504004186,0.0274096940607643,0.1223554917314245,0.0340633163468207,0.0351263383982237,0.0031057054354545,0.0293987112963169,0.0069731422409766,0.0098211224528695,0.0168981340525138,0.7393140164966028,0.3325939628393998,0.2165034006431284,0.0323265458235742,0.1171435218191263,0.0066020010294923,0.0437837587684323,3,4
Bahia Baby,SpongeBob,107.666015625,0.006064156101411,0.0282052556994754,0.0096235334038383,0.0228622968432776,3.124334787642717,0.0951205732825529,0.152155159612519,0.1504372868706343,2.505598559095445,0.0426947353821963,0.0455483093001226,0.0253163168523629,0.0945005385121027,0.0318048938331734,0.0244767013146253,0.0090764857174467,0.0317328421882487,0.0059147161170622,0.0089596468692429,0.0134057132902068,1.3204638559257835,0.4023912739811079,0.2188377972861414,0.0333041825873523,0.1176623415203479,0.0098779915068361,0.0413545526326878,2,4
Epic Tragedy,SpongeBob,143.5546875,-0.0149265103027719,0.0464030258201284,0.0079254531984715,0.0844085591858525,3.2532135180972555,0.0915661773213126,0.1301860633685259,0.2745603512209349,1.5868376186887496,-0.290155211007493,-0.1301376137504124,0.018582713998488,0.1010237847987815,0.033045446016209,0.012733289085322,0.0090859927798797,0.0137189951595276,0.0061873429081483,0.0084740134225631,0.0226933662256215,0.5107761543900892,0.2494154219308077,0.1877866287714689,0.0227032983541189,0.0979657328780955,0.0055676481014598,0.0436895876936194,1,6
F Song,Strawberry Guy,172.265625,-0.0150714890469585,0.0402406558288175,0.0146150588929943,0.0207496711012329,3.1842164413287355,0.0977534259921928,0.1399420801313739,0.3061577248320203,2.1410450901978377,-0.0899451882077696,0.1611829762516236,0.0232874106205847,0.1822242392326149,0.02934584067908,0.0261692990113801,0.0050671156988416,0.0249865327894204,0.0119549405069546,0.0079200586023817,0.0100508911764123,0.4884548127763207,0.3261526002651588,0.2100233005543823,0.0249979727497354,0.1561371609475612,0.0037874109686867,0.0376991165467329,4,5
Birds Dont Sing,TV Girl,107.666015625,0.0140820667606802,0.0588925978739953,0.0259197479988713,0.0743889342378529,3.171877593054556,0.1340714900243702,0.1620486110293017,0.4743080259740678,1.6974924601211547,-0.0376824049781585,0.3781320947473194,0.0291699704632258,0.2808445242637634,0.0230414484737026,0.0346464660666919,0.0067368775050388,0.0472617814026276,0.007282741394924,0.0141735831074233,0.043308138116808,1.0067720581472597,0.3953587442384822,0.2310403960756508,0.0315249334313861,0.2955691052373099,0.0048142639949903,0.0280930106178224,2,3
Blue Hair,TV Girl,135.99917763157896,0.0214357170966792,0.0504551865574032,0.0244408757901826,0.0538508452886268,3.158150521746579,0.1326565387661119,0.1654055291822215,0.3688743534533961,2.334235655759256,-0.0424757686383128,0.1182387812021411,0.0304070731215676,0.2851804339248464,0.0225784334446191,0.0262802002188703,0.0050300116864123,0.0376699586349854,0.0075287055588896,0.0100025243147812,0.0332817854303409,1.2072552156174654,0.3923382963350322,0.2307974917957765,0.0305109094231428,0.2870070083284056,0.0048754806611966,0.0269961311849043,2,3
Blue Hair (sped up),TV Girl,107.666015625,-0.0058266356270276,0.0423194764331528,0.0203666240937529,0.0509898833457264,3.1462604336246587,0.1175542166977494,0.1578975808483455,0.3164437039571779,2.464334512672852,-0.0005000393589904,0.0661137044971048,0.026513442657105,0.2425292519260794,0.0255301757098749,0.0222185571479544,0.0026720238231915,0.0278526889018846,0.0056275340280686,0.0097273486155991,0.0302900788300749,1.1508471160274454,0.3878938089836747,0.2151799956962892,0.0275942555213998,0.2326532168042205,0.0053763126552487,0.0324597098549935,3,6
Cigarettes out the Window,TV Girl,117.45383522727272,-0.0281083090211841,0.0606340459101314,0.0296028987567925,0.0809459663096368,3.166266682123512,0.1495874635908255,0.1899047228234605,0.3893105277304796,1.9694462694721693,-0.0042813379277277,0.3339798906618336,0.0415966387871026,0.2593966821001104,0.0274686167559627,0.0537436914580022,0.0027936921518115,0.0478300997651536,0.0031812574373344,0.0151683298029012,0.0375118587530316,0.9889461566690674,0.3878864951574142,0.2083097095986392,0.0477788934094399,0.2732581439375879,0.0063664041299232,0.034207576152367,2,3
Lovers Rock,TV Girl,103.359375,-0.0119716458079917,0.0578983411638991,0.020292268451299,0.0704139323178899,3.1158386934807925,0.1413331583465704,0.170431510582676,0.5865281113018393,1.5280359034115376,0.1827119945876561,0.3973012558307454,0.0298957479066195,0.2404717496402692,0.0238081720387455,0.0392234351459512,0.0029139467247908,0.0508311375128189,0.0036432854121209,0.0122464453271916,0.0403640360807803,0.997201438106137,0.3676333453914622,0.2107126830024683,0.0335944397947484,0.2361034668071106,0.0034872731622144,0.0298387124973459,2,3
Natalie Wood,TV Girl,135.99917763157896,-0.0097878569487093,0.061779789292949,0.0305810629052563,0.048930502593237,3.1171415624988663,0.1485182577879459,0.1748669571761776,0.5580282165972364,1.7980296964505114,0.0580716823477377,0.0999195194004621,0.0286996367474977,0.3401242780668383,0.0219358364381547,0.0552815050655844,0.0080745797789162,0.046889786068117,0.0083962977102142,0.016902826653667,0.0378502322048316,1.3690045018419117,0.4451157671684866,0.2222065288559026,0.0321249148762436,0.3276391320443189,0.006186590300055,0.0267840099474731,3,6
Not Allowed,TV Girl,103.359375,-0.0179377531893204,0.0350489640048396,0.0120804010663464,0.0835782955239975,3.15844452029302,0.098304670333893,0.1490851057813584,0.1963839472901253,2.2608359703869843,0.0004504391177059,0.0475072647061276,0.0224207809190293,0.1153308193595369,0.0280725999955928,0.0372023349191232,0.0065574898019124,0.0575877927298651,0.0064412508023447,0.0131125037877083,0.0423600476094979,1.0849421448326957,0.4003704163203092,0.2324897682017178,0.0251283279956643,0.1252234458177701,0.0058690974193388,0.0353049749816433,3,4
The White Stripes,The Glitch Mob,117.45383522727272,0.0066732822286829,0.0304270600317956,0.0125251475467637,0.0936543209009789,3.0891091011015988,0.1061611873935317,0.1603383035684373,0.217231873249889,2.5666504261656677,0.1686366321790579,0.17258711378861,0.0243344844471626,0.1250311979455972,0.0267427850200084,0.034670449288292,0.0029774403199066,0.0525478119181412,0.0048387313352367,0.0127041947235318,0.0402695284409694,1.0194015167592805,0.2999159903181444,0.1707364448008659,0.025784026280504,0.1194865624529292,0.0066600440161593,0.0339533829446947,1,6
Telephones,VACATIONS,151.99908088235293,0.0047435214716106,0.031469446074351,0.0139480209717437,0.0404242394573924,3.186214992458606,0.1118892841217295,0.1636777120840449,0.2004295030300689,2.288191986873434,0.0501860785083503,0.2972311573039033,0.032818319616605,0.1290524805060544,0.0316504531920786,0.0298164345636718,0.0034296263802888,0.0277346728334074,0.0025241847439979,0.0111401028405628,0.0271177087127477,0.6861911934582164,0.3122071044436867,0.2063119130871218,0.0381816504251372,0.1325879699470212,0.0077087526646912,0.0408211991317885,4,5
Actors,Vacations,151.99908088235293,0.0257845561567632,0.0579186062619929,0.0163376274423111,0.06778053921706,3.1999934078431505,0.1237171550885479,0.154148368203181,0.4436086943243352,0.7340092018357377,0.2157476669495939,0.2957362037886166,0.0227235359592345,0.1901220107880142,0.0222803154841326,0.0589414398299155,0.0078820581377297,0.0363583625019744,0.0036638297993401,0.0184824111247079,0.0572874782843602,0.712038844404198,0.39800844234663,0.2217510129352407,0.0265429635087834,0.2268861866781585,0.0053757144865069,0.0284233985432586,3,6
On Your Own,Vacations,143.5546875,0.0185624013321874,0.0478286642893349,0.0152399754719213,0.0725659396182891,3.184204659579122,0.1148291444481878,0.1555053924157654,0.3272312797342198,1.5671197988598942,0.0914382313047826,0.2387696500164765,0.0273200966489408,0.1666291203625504,0.0276225907820997,0.0321468272135459,0.0063980800891293,0.0263054405788703,0.0046940989600312,0.0105101101484632,0.0490504363652841,0.7019773748308628,0.3499046909248181,0.2100912021082089,0.029223737611593,0.1673764088923692,0.0053478992517968,0.0344631128873701,3,4
Steady,Vacations,151.99908088235293,-0.0024195768534422,0.0511682842990993,0.017304526846612,0.0313930948924005,3.1782513232585248,0.1168219863203124,0.1505325988707978,0.3944793359500652,1.5328443932351068,-0.1195358371725697,0.0312324286980292,0.0310693198880108,0.1860075258508536,0.0287874429875364,0.0328399772830471,0.0035411649708798,0.0287528209294661,0.0050921040563569,0.0114217863445326,0.019678118155196,0.7730120639173997,0.3328478397610971,0.2272114786137803,0.0337640925039694,0.1991010957344203,0.0095188859883145,0.0355191842057321,2,3
Kyrie,Yoshihisa Hirano,129.19921875,-0.0081053917911628,0.0313717563040825,0.0067920612539711,0.0245767772561153,3.2255588477231183,0.0781803360588929,0.1313299639787596,0.1656278105883741,1.9238730986968209,-0.1880440242737867,0.0258235404222583,0.0202738778170418,0.0651059171908832,0.0348315497245602,0.0235081217114232,0.0208195696382124,0.0142900130147226,0.0025165456327701,0.0078231970842798,0.0080562564307301,0.5626497970502019,0.2314626786095295,0.1826839931114659,0.0254730714166683,0.0622195357457628,0.0098630090231789,0.0457557342381056,1,6
Fly Out West,Yot Club,172.265625,0.0107713841810911,0.0482009333679025,0.013681548992522,0.0339201998144821,3.189875251401768,0.1071960716267432,0.1420697860280357,0.3994396314933149,1.48075960680202,0.0183915464628969,0.3116209129178381,0.0205858100473349,0.1748796064229121,0.0255200412150068,0.0515399353673516,0.0077189048361095,0.0407481340653881,0.0070962161951918,0.0135992155866992,0.0146610849704975,0.7913989373088383,0.3539156555499254,0.2231076395379038,0.0232388960284504,0.1674415769766038,0.0052204850652297,0.0336855520913974,3,6
i hope she loves me back,boy pablo,172.265625,-0.0147643276996904,0.0447632527020072,0.0131985078225431,0.041023854108679,3.211649268723263,0.1157248251804277,0.156887818400125,0.3141375973534231,2.001489434316735,-0.0099381457657072,0.0527314523328639,0.0227221698433293,0.1402427189939988,0.0242435761907508,0.0339854104802561,0.0092578855208617,0.0231159910231216,0.0110188805616844,0.0118088530364061,0.0171007258432132,0.6275361398491667,0.3059412892028686,0.2066135045411178,0.0245312713711976,0.142182606870305,0.0061767161184282,0.0297933957248155,2,3
sleepless,odyzon,172.265625,0.0112386453834696,0.0129988969326788,0.0026384838364868,0.0490377151362638,3.0509197985013983,0.0733932773927532,0.1550439652432422,0.0364138585871769,3.414734556002702,0.1628558508481082,0.1630214239879669,0.0271697216870526,0.0173085968312451,0.0416502294678337,0.0261860547689767,0.0012258720820359,0.0248329518915576,0.0030358493271334,0.0064546031337997,0.0073296068540833,1.059003775544586,0.2664083971753292,0.1841134434477246,0.0339229896483283,0.0192935563358044,0.0076736433691913,0.0534382053871662,4,5
